company,locations_in_sf,score,in_target_hoods,naics,dbas,mailing_address,sample_addresses
Oasis Investment Group,1,2,,531210,Oasis Investment Group,"100 Pine St 1250 Ste, San Francisco, 94111","100 Pine St 1250, San Francisco"
Ocean Beach Apts Lp,1,2,Outer Richmond,531110,Ocean Beach Terraces,"1990 N California Blvd Fl 8th, Walnut Creek, 94596","740 La Playa St, San Francisco"
Ocean Investment Company,1,2,,531110,Ocean Investment Company,"380 West Portal Ave F Ste, San Francisco, 94127","Ocean Ave Ste, San Francisco"
Octavia Partners LLC,1,2,,531110,Octavia Partners LLC,"0000 Undeliverable Mail, San Francisco, 99999","188 Octavia St, San Francisco"
Omid Partners,1,2,,531110,Omid Partners,"288 Randall St, San Francisco, 94131","288 Randall St, San Francisco"
Omni Properties Inc,1,2,,531110,Marbella Properties | Omni Real Estate,"702 Las Trampas Rd, Lafayette, 94549","2971 California St #1, San Francisco"
One Charleton Court Associates LLC,1,2,,531110,One Charleton Court Associates LLC,"101 Montgomery St Ste 888, San Francisco, 94104","101 Montgomery St Ste 888, San Francisco"
"One Powell Partners, Lp",1,2,,531110,"One Powell Partners, Lp","3889 Maple Ave Ste 220, Dallas, 75219","3889 Maple Ave Ste 125, Dallas"
Orion Team Partners Inc,1,2,,531210,Orion Team Partners Inc,"895 46th Ave, San Francisco, 94121","466 Brannan St, San Francisco"
Osa Associates II LLC,1,2,,531110,149 Dore St Bldg,"0000 Undeliverable Mail, San Francisco, 99999","149 Dore St, San Francisco"
Osa Associates IIi LLC,1,2,,531110,Osa Associates IIi LLC,"608 Portola Dr, San Francisco, 94127","1122 Tennessee St #28, San Francisco"
Osa Associates IV LLC,1,2,,531110,Osa Associates IV LLC,"0000 Undeliverable Mail, San Francisco, 99999","2277 Van Ness Ave, San Francisco"
Otrera Real Estate LLC,1,2,Nob Hill,531110,Otrera Real Estate LLC,"3475 California St, San Francisco, 94118","1330 Jones St, San Francisco"
Oxam Property Management LLC,1,2,,53,Oxam Property Management LLC,"1555 Mason St Unit D1, San Francisco, 94133","1553 -155 Mason St #, San Francisco"
O’brien’s Replacement Property Company LLC,1,2,,531110,4526 03rd St,"4153 24th St, San Francisco, 94114","4526 03 St, San Francisco"
P La Properties LLC,1,2,Outer Richmond,53,P La Properties,"2901 Clement St, San Francisco, 94121","2901 Clement St, San Francisco"
Pacific Admin & Mgmt Svcs LLC,1,2,,531110,Pacific Admin & Mgmt Svcs LLC,"1201 Fulton St # 2suite, San Francisco, 94117","1201 Fulton St, San Francisco"
Pacific Heights Realty Group,1,2,,531110,Pacific Heights Realty Group LLC,"2309 Noriega St Ste 8, San Francisco, 94122","2437 Fillmore St Apt, San Francisco"
Pacific Partners,1,2,,531110,2060 Pacific Apts,"1808 Wedemeyer St Ste B50, San Francisco, 94129","2060 Pacific Ave, San Francisco"
Pacific Polk Properties LLC,1,2,,531110,Pacific Polk Properties LLC,"1601 Larkin St 100 Unit, San Francisco, 94109","2324 Pacific Ave, San Francisco"
Pacific Sales & Managment,1,2,,53,Pacific Sales & Managment,"425 7th St Ste A, Oakland, 94607","425 7th St Ste A, Oakland"
Page Steiner Associates LLC,1,2,,531311,Page Steiner Associates,"431 Steiner St, San Francisco, 94117","690 Page St, San Francisco"
Page Terra Properties,1,2,Haight Ashbury,531110,Page Terra Properties,"5758 Geary Blvd 423, San Francisco, 94121","1003 Page St., San Francisco"
Palace Court Apartments LLC,1,2,,531110,Palace Court Apartments LLC,"1201 Fulton St, San Francisco, 94117","555 Ofarrell St, San Francisco"
"Palm Lane Partners, LLC.",1,2,Noe Valley,531110,"Palm Lane Partners, LLC","3819 Palo Alto Dr, Lafayette, 94549","1138 Church St, San Francisco"
Panhandle Oak Apartments Lp,1,2,Haight Ashbury,531110,Panhandle Oak Apartments Lp,"1717 Powell St Ste 300, San Francisco, 94133","1839 Oak St, San Francisco"
Panorama Properties Sfba Inc,1,2,,531210,Panorama Properties Sfba Inc,"47 Panorama Dr, San Francisco, 94131","47 Panorama Dr, San Francisco"
"Park View Partners, LLC",1,2,,531110,"Park View Partners, LLC","6 Round Hill Ter, Tiburon, 94920","6 Round Hill Ter, Tiburon"
Parklyn Bay Company LLC,1,2,,531110,1800 Pacific Apts,"2001 Union St Ste 300, San Francisco, 94123","1800 Pacific Ave, San Francisco"
"Parkway Four Properties, LLC",1,2,,531110,"Parkway Four Properties, LLC","1392 Van Dyke Ave, San Francisco, 94124","1345 Underwood Ave, San Francisco"
"Parkway Properties, Inc., Dba Kg Investment Properties",1,2,,531311,"Parkway Properties, Inc.","411 Borel Ave Ste 230, San Mateo, 94402","411 Borel Ave Ste 230, San Mateo"
Pathway Realty,1,2,,531210,Pathway Realty,"945 Taraval St Pmb 232, San Francisco, 94116","945 Taraval St Pmb 232, San Francisco"
Patson Development Company,1,2,,531390,Patson Development Company,"548 Market St # 38544, San Francisco, 94104","548 Market St, San Francisco"
Pdl & Rd Properties LLC,1,2,,531110,Pdl & Rd Properties LLC,"4111 18th St Ste 3, San Francisco, 94114","4111 18th St Ste 3, San Francisco"
Peak Realty Group Inc,1,2,,531311,Peak Realty Group Inc,"499 Marina Blvd Apt A, San Francisco, 94123","499 Marina Blvd Apt A, San Francisco"
Peninsula Partners 17th St,1,2,,531110,Peninsula Partners 17th St LLC,"25 Buckingham Ct, Hillsborough, 94010","4170 17th St, San Francisco"
Peter Sullivan Associates Inc,1,2,,531210,Peter Sullivan Associates Inc,"155 Montgomery St Ste 1600, San Francisco, 94104","155 Montgomery St Ste 1600, San Francisco"
Phk Property,1,2,,53,Phk Property,"290 Moffitt St, San Francisco, 94131","290 Moffitt St, San Francisco"
Pierce & Union Street Partners LLC,1,2,,531110,Pierce & Union Street Partners LLC,"2354 Pine St, San Francisco, 94115","2845 Pierce St, San Francisco"
Pillar Capital Group,1,2,Nob Hill,531390,Pillar Capital Group,"1725 Clay St Ste 102, San Francisco, 94109","1725 Clay St Ste 102, San Francisco"
Pillar Capital Real Estate,1,2,Nob Hill,531311,Pillar Capital Real Estate,"1725 Clay St Ste 102, San Francisco, 94109","1725 Clay St Ste 102, San Francisco"
Pine Properties LLC,1,2,,531110,Pine Properties LLC,"1201 Fulton St, San Francisco, 94117","1739 Pine St, San Francisco"
Pine Street Terrace Apts Lp,1,2,Nob Hill,531110,Pine Street Terrace Apts Lp,"1717 Powell St Ste 300, San Francisco, 94133","1035 Pine St, San Francisco"
Pinnacle Loop Group LLC,1,2,,531210,Pinnacle Properties,"1032 Irving St #606, San Francisco, 94122","1032 Irving St Unit 606, San Francisco"
Piping Rock Partners Inc,1,2,,531110,Piping Rock Partners Inc,"548 Market St Dept 45879, San Francisco, 94104","3575 Fillmore St Apt 206, San Francisco"
Pirl Properties LLC,1,2,,531110,Pirl Properties,"1540 Newhall St, San Francisco, 94124","1540 Newhall St, San Francisco"
Pkl Investment Mgmt LLC,1,2,,531210,Pkl Investment Management LLC | Pkl Investment Mgmt LLC,"2927 Larkin St, San Francisco, 94109","2927 Larkin St, San Francisco"
Plaza Apartments Associates Lp,1,2,,531110,Plaza Apartments Associates Lp,"201 Eddy St, San Francisco, 94102","201 Eddy St, San Francisco"
"Plaza East Associates, L.P.",1,2,,531311,"Plaza East Associates, L.P.","1300 Buchanan St, San Francisco, 94115","720 Olive St, Saint Louis"
Poet & Wolf Properties LLC,1,2,,531110,Poet & Wolf Properties,"229 Observation Ct Unit 7456, Tahoe City, 96145","2041 Pierce St Apt 1, San Francisco"
Polatnick Properties Inc,1,2,,531390,Polatnick Properties Inc,"660 3rd St Ste 150, San Francisco, 94107","660 03rd St 150, San Francisco"
"Polk Senior Housing Associates, L.P.",1,2,,531110,"Polk Senior Housing Associates, L.P.","201 Eddy St, San Francisco, 94102","201 Eddy St, San Francisco"
Poly (Usa) Real Estate Development Corporation,1,2,,53,"B1 Treasure Island 048 Holdings, LLC | C23 Treasure Island 048 Holdings, LLC | Hope 048 Holdings, LLC","453 S Spring St Ste 400, Los Angeles, 90013","453 S Spring St Ste 400, Los Angeles"
Pontar R E Mgmt Corp Inc,1,2,,531110,Pontar Real Estate,"12 Geary St Ste 506, San Francisco, 94108","12 Geary St Rm 506, San Francisco"
Postmark Partners Lp,1,2,,531110,Postmark Partners Lp,"1717 Powell St Ste 300, San Francisco, 94133","1717 Powell St, San Francisco"
"Potrero Housing Associates II, L.P.",1,2,,531110,"Potrero Housing Associates II, L.P.","350 California St Fl 16, San Francisco, 94104","600 California St Ste 900, San Francisco"
Powerscourt Properties,1,2,,531110,Powerscourt Properties,"4444 Geary Blvd Ste 100, San Francisco, 94118","1245 10th Ave, San Francisco"
Prego Properties LLC,1,2,,531311,Prego Properties LLC,"1212a Union St, San Francisco, 94109","1212 A Union St, San Francisco"
Presidio Apartments Associate,1,2,,531110,700 Presidio Apts,"5840 Geary Blvd, San Francisco, 94121","700 Presidio Ave, San Francisco"
Presidio Washington Apts Lp,1,2,,531110,Presidio Washington Apts Lp,"1717 Powell St Ste 300, San Francisco, 94133","3299 Washington St, San Francisco"
Preston Properties LLC,1,2,,531110,Preston Properties LLC,"6 Round Hill Ter, Tiburon, 94920","2255 N Point St, San Francisco"
Prime Metropolis Properties Inc,1,2,,531110,"Prime Metropolis Properties, Inc.","8638 138th Pl Se, Newcastle, 98059","950 Taraval Street, San Francisco"
"Prime Potrero Housing Partners, Lp",1,2,,531110,Brick + Iron East 3rd St | Brick + Iron West Illinois St,"600 Montgomery St Ste 1700, San Francisco, 94111","2235 3rd St, San Francisco"
Prime Realty & Investment Inc,1,2,,531311,Prime Realty & Investment Inc,"1600 Lombard St, San Francisco, 94123","1600 Lombard St, San Francisco"
Prime Residential Advisor LLC,1,2,,531390,Prime Residential Advisor LLC,"600 Montgomery St Ste 1700, San Francisco, 94111","50 California St Ste 2525, San Francisco"
Primecity Properties Co,1,2,,53,Primecity Properties Co,"2349 27th Ave Apt 4, San Francisco, 94116","2349 27th Ave Apt 4, San Francisco"
Priya Agrawal Group LLC,1,2,,531210,Priya Agrawal Group LLC,"1269 5th Ave, San Francisco, 94122","1269 5th Ave, San Francisco"
Professional Syngergy Group,1,2,Haight Ashbury,531110,811 Page St Apts,"Po Box 640134, San Francisco, 94164","811 Page St, San Francisco"
Progress Apartments Inc,1,2,Mission,531110,Progress Apartments Inc,"368 Fell St, San Francisco, 94102","1272 S Van Ness Ave, San Francisco"
"Property Management Professionals, LLC",1,2,,531311,Property Management Professionals LLC,"100 Pacifica Ste 210, Irvine, 92618","505 Montgomery St Ofc 1131, San Francisco"
"Prospecthill Group, LLC",1,2,,531390,"Prospecthill Group, LLC","235 Montgomery St Ste 1130, San Francisco, 94104","235 Montgomery St 1130, San Francisco"
Providence Senior Housing Corporation,1,2,,531110,Providence Senior Housing Corporation,"1855 Olympic Blvd Ste 200, Walnut Creek, 94596","4699 3rd St, San Francisco"
Prudence Investment & Assets Mgmt Co Inc,1,2,Nob Hill,531110,1380 Washington St,"63 Bovet Rd 143 Pmb, San Mateo, 94402","1380 Washington St, San Francisco"
"Py Bryant Street Housing, Lp",1,2,Mission,531110,"Py Bryant Street Housing, Lp","2301 Mission St Ste 301, San Francisco, 94110","2301 Mission St Ste 301, San Francisco"
Q3 Property LLC,1,2,Noe Valley,531110,Q3 Property LLC,"1651 Church St, San Francisco, 94131","1651 Church St, San Francisco"
R&M Realty Investments LLC,1,2,,531110,R&M Realty Investments LLC,"430 Bay Shore Blvd, San Francisco, 94124","2515 Taraval St, San Francisco"
Ralston Management Group LLC,1,2,,531110,Ralston Management Group,"1050 Ralston Ave Ste 0, Belmont, 94002","2215 Market St #R, San Francisco"
Rauls Investment Group LLC,1,2,,531110,Rauls Investment Group LLC,"1731 Wooden St, Davenport, 33837","25 Junipero Serra Blvd, San Francisco"
Ravetti Properties LLC,1,2,,531110,Ravetti Properties LLC,"Po Box 885373, San Francisco, 94188","93 Stillman St #99, San Francisco"
"Rdh Properties, LLC",1,2,,531110,"Rdh Properties, LLC","222 Parnassus Ave D Apt, San Francisco, 94117","1880 Fell St, San Francisco"
Real Equit Group One LLC,1,2,,531110,3659-3663 18th Street,"117 Riviera Cir, Larkspur, 94939","45 Walnut Ave, Mill Valley"
Real Equity Group One LLC,1,2,Mission,531110,17th,"70 Ridgecrest Rd, Kentfield, 94904","3574 17th St, San Francisco"
Real Estate,1,2,,531110,110 Gough Street Office Buiding,"13560 Terrace Dr, Sonora, 95370","536 Judah St, San Francisco"
Real Property Ai Corp,1,2,,531311,Alder,"600 De Haro St, San Francisco, 94107","600 De Haro St, San Francisco"
"Real Sf Properties, LLC",1,2,,531210,Real Sf Properties,"63 Ronada Ave, Oakland, 94611","2051 Market St, San Francisco"
Red Hat Real Estate,1,2,,531210,Red Hat Real Estate,"1330 Plymouth Ave, San Francisco, 94112","1330 Plymouth Ave, San Francisco"
"Red Panda Real Estate, LLC",1,2,,531110,753 Minna Street | 757 Minna Street,"95 El Bonito Way, Millbrae, 94030","95 El Bonito Way, Millbrae"
Reena Real Estate Inc,1,2,Outer Richmond,531210,Reena Real Estate Inc,"655 45th Ave, San Francisco, 94121","655 45th Ave, San Francisco"
Related Ca Residential Sales Inc,1,2,,531210,Related Ca Residential Sales Inc,"18201 Von Karman Ave 900 Ste, Irvine, 92612","44 Montgomery St Ste 1300, San Francisco"
Reliance Real Estate Advisors,1,2,,531210,Reliance Real Estate Advisors,"1701 El Nido Unit 686, Diablo, 94528","1701 El Nido Unit 686, Diablo"
Reliant Group Management LLC,1,2,,531390,"Reliant Group Management, LLC","601 California St Ste 1150, San Francisco, 94108","601 California St Ste 1150, San Francisco"
Rentals In SF,1,2,,531390,Rentals In SF,"1318 Hayes St, San Francisco, 94117","1318 Hayes St, San Francisco"
Resource Commercial Real Estate Inc.,1,2,,531210,Resource Commercial Real Estate Inc.,"2261 Market St Unit 126, San Francisco, 94114","575 Market St Ste 400, San Francisco"
Revel Real Estate LLC,1,2,Mission,531210,Revel Real Estate LLC,"273 S 5th St Ste 301, Brooklyn, 11211","199 Erie St, San Francisco"
"Revere Housing Asset Management, Inc.",1,2,,531110,"Revere Housing Asset Management, Inc.","37 Graham St Ste 200, San Francisco, 94129","37 Graham St Ste 200, San Francisco"
"Revere Housing, LLC",1,2,,531110,"Revere Housing, LLC","37 Graham St Ste 200, San Francisco, 94129","37 Graham St Ste 200, San Francisco"
Richmond Apartments Lp,1,2,Inner Richmond,531110,Richmond Partners Lp,"1717 Powell St Ste 300, San Francisco, 94133","262 12th Avenue, San Francisco"
Rimma Realty,1,2,,531210,Rimma Realty | Rimma Realty Team,"0000 Undeliverable Mail, San Francisco, 99999","75 Broadway Ste 202, San Francisco"
River Oaks Apts Inv Group LLC,1,2,,531110,The Jeanette,"4 Thornton Ct, Novato, 94945","536 Leavenworth St, San Francisco"
Rizzo Properties Lp,1,2,Mission,531110,842 Guerrero St,"0000 Undeliverable Mail, San Francisco, 99999","842 Guerrero St, San Francisco"
Rma Properties #1 LLC,1,2,,531110,Rma Properties #1 LLC,"1840 Century Park E Fl 17, Los Angeles, 90067","2201 Pacific Ave, San Francisco"
Rmr Management LLC,1,2,,531110,Rmr Management LLC,"183 Bridgeview Dr, San Francisco, 94124","183 Bridgeview Dr, San Francisco"
Robax Group Inc The,1,2,,53,The Robax Group Inc,"120 San Leandro Way, San Francisco, 94127","120 San Leandro Way, San Francisco"
"Robert Pitts Housing Partners, Lp",1,2,,531110,"Robert Pitts Housing Partners, Lp","18201 Von Karman Ave Ste 900, Irvine, 92612","333 Pine St 300, San Francisco"
Rode Properties LLC,1,2,,531110,Rode Properties LLC,"305 Mcknight Park Dr, Pittsburgh, 15237","2122 Filbert St, San Francisco"
Rona Real Estate LLC,1,2,,53,Rona Real Estate LLC,"170 Columbus Ave Ste 115, San Francisco, 94133","170 Columbus Ave, San Francisco"
"Rose Community Development Company, LLC",1,2,,531110,"Rose Community Development Company, LLC","551 5th Ave # 23, New York, 10176","551 5th Ave Fl 23, New York"
"Rpm Management Group, LLC",1,2,Inner Richmond,531312,"Rpm Management Group, LLC","402 8th Ave Ste 207, San Francisco, 94118","402 8th Ave Ste 207, San Francisco"
"Rubicon Point Partners, LLC",1,2,,531312,Rubicon Point Partners,"101 Mission St Ste 1050, San Francisco, 94105","101 Mission St Ste 1050, San Francisco"
Russian Hill Apartments Lp,1,2,,531110,Russian Hill Apartments Lp,"1717 Powell St Ste 300, San Francisco, 94133","2165 Larkin St, San Francisco"
"Rwr Associates, LLC",1,2,,53,"Rwr Associates, LLC","27 Maide Ln 250 Ste, San Francisco, 94108","27 Maide Ln Ste 250, San Francisco"
"Rww Properties, LLC",1,2,,531110,"1019 Ashbury Street, San Francisco, Ca 94123","360 Grand Ave 340 Unit, Oakland, 94610","6114 La Salle Ave Unit 535, Oakland"
Ryebread Properties Inc,1,2,,531110,Ryebread Properties Inc,"1233 19th St, San Francisco, 94107","1233 19th St, San Francisco"
S & L Realty LLC,1,2,,531390,S & L Realty LLC,"3140 Geary Blvd, San Francisco, 94118","3140 Geary Blvd, San Francisco"
S F Geary Properties LLC,1,2,Outer Richmond,53,5427 Geary Blvd Bldg,"5429b Geary Blvd, San Francisco, 94121","5427 Geary Blvd, San Francisco"
S F Property Management Co,1,2,,531311,2065 Ellis St Apartments,"Po Box 4165, San Rafael, 94913","2065 Ellis St, San Francisco"
"S Street Partners, LLC",1,2,,531110,1640 Goldenn Gate,"2853 Sacramento St, San Francisco, 94115","2853 Sacramento St, San Francisco"
"S&L Real Estate, Inc",1,2,,531390,S&L Real Estate Inc,"3140 Geary Blvd, San Francisco, 94118","3140 Geary St, San Francisco"
"Sabel Properties,LLC.",1,2,,531110,Betty Apartments,"2023 28th Ave, San Francisco, 94116","430 Hyde St, San Francisco"
Sacramento Street Apartments LLC,1,2,,53,Sacramento Street Apartments LLC,"1616 16th St 200 Ste, San Francisco, 94103","1616 16th St Rm 200, San Francisco"
Sacramento-Hyde Associates,1,2,Nob Hill,531110,1490 Sacramento Apts,"3475 California St, San Francisco, 94118","1490 Sacramento St, San Francisco"
"Samantha Lee Seto Management, LLC",1,2,,531390,"Samantha Lee Seto Management, LLC","635 Vallejo St, San Francisco, 94133","635 Vallejo St, San Francisco"
San Francisco Barbara Apts Lp,1,2,,531110,San Francisco Barbara Apts Lp,"1717 Powell St Ste 300, San Francisco, 94133","580 Mcallister St, San Francisco"
San Francisco Community Housing Partners LLC,1,2,,53,San Francisco Community Housing Partners LLC,"6 Po Box, Brisbane, 94005","6 Po Box, Brisbane"
San Francisco Granada Apts Lp,1,2,Haight Ashbury,531110,San Francisco Granada Apts Lp,"1717 Powell St Ste 300, San Francisco, 94133","130 Frederick St, San Francisco"
San Francisco Life Real Estate Inc,1,2,,531210,San Francisco Life,"Po Box 398, Burns, 97720","750 Van Ness Ave Unit 130, San Francisco"
Schmidt Properties LLC,1,2,,531110,Schmidt Properties LLC,"6 Round Hill Ter, Tiburon, 94920","1580 Filbert St, San Francisco"
Schmidt Road Management,1,2,,53,Schmidt Road Management,"1927 22nd Ave, San Francisco, 94116","1927 22nd Ave, San Francisco"
Sequoia Commercial Group,1,2,Outer Richmond,531210,Sequoia Commercial Group,"3595 Balboa St, San Francisco, 94121","3595 Balboa St, San Francisco"
"Sequoia Real Estate - City Properties, Inc.",1,2,Outer Richmond,531210,Dreim | Keyopp Real Estate | Luxe Living Realty,"3595 Balboa St, San Francisco, 94121","3595 Balboa St, San Francisco"
Sequoia Real Estate Inc,1,2,Outer Richmond,531210,Sequoia Real Estate Inc,"3595 Balboa St, San Francisco, 94121","3595 Balboa St, San Francisco"
Sereno Group Inc,1,2,,531210,Christie's International Real Estate Sereno Group Inc.,"214 Los Gatos Saratoga Rd, Los Gatos, 95030","2042 Union St, San Francisco"
Sf Affordable Housing LLC,1,2,,531110,Sf Affordable Housing LLC,"3 Stark Aly, San Francisco, 94133","3 Stark St, San Francisco"
Sf Board Of Realtors,1,2,,531390,Sn Francisco Asscn Of Realtors,"301 Grove St, San Francisco, 94102","301 Grove St, San Francisco"
Sf Geary Properties LLC,1,2,Outer Richmond,53,335 24th Ave - Apartment Bldg,"5429b Geary Blvd, San Francisco, 94121","335 24th Ave, San Francisco"
Sf Housing Services LLC,1,2,,531110,Sf Housing Services,"1082 Folsom St, San Francisco, 94103","2149 Powell St, San Francisco"
Sf Prime Properties Inc,1,2,,531390,Prime Properties,"Po Box 591484, San Francisco, 94159","127 Stanyan St, San Francisco"
Sf Property Mgmt Co Inc,1,2,,531110,Sf Property Mgmt Co,"Po Box 4165, San Rafael, 94913","155 Jefferson St Ste 4, San Francisco"
Sf Real Properties LLC,1,2,Haight Ashbury,531110,Sf Real Properties LLC,"1010 B St Ste 323, San Rafael, 94901","1130 Page St #32, San Francisco"
